fact_id,fact_text,category,season,region,source,license,season_months,theme_tag
143,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#biology
144,Swarm prevention starts before cups have jelly; inspect on a 7–9 day cadence when build-up accelerates. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#swarm
145,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#propolis
146,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#pheromones
147,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#breeding
148,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#mating
149,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#mating
150,"Moveable-frame hives revolutionised husbandry; most modern kit is refinement, not reinvention. Local practice still bends to weather and forage more than to fashion.",History & Culture,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#tradition
151,"Gorse often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#microclimate
152,"Gorse often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#phenology
153,Young nurse bees drive jelly production; protein intake now sets colony trajectory. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Mar–May,#science
154,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#swarm
155,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#genetics
156,"Hawthorn often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#phenology
157,Local ‘straight lines to home’ folklore simplifies reality—orientation loops and drift are normal. Local practice still bends to weather and forage more than to fashion.,History & Culture,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#culture
158,Brood nest temperature regulation around 34–35°C underpins healthy development. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#biosecurity
159,Irish heather honey has a long-standing reputation; terroir matters as much as technique. Local practice still bends to weather and forage more than to fashion.,History & Culture,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#culture
160,Swarm prevention starts before cups have jelly; inspect on a 7–9 day cadence when build-up accelerates. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#management
161,"Dandelion often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Mar–May,#weather
162,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#wax
163,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#biology
164,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#behaviour
165,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#feeding
166,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#lifespan
167,Build colonies on early pollen; weak starts rarely catch peak flows. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Mar–May,#varroa
168,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#honey
169,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#propolis
170,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#breeding
171,Brood nest temperature regulation around 34–35°C underpins healthy development. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#climate
172,"Sycamore often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#microclimate
173,Brood nest temperature regulation around 34–35°C underpins healthy development. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#climate
174,Swarm prevention starts before cups have jelly; inspect on a 7–9 day cadence when build-up accelerates. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#feeding
175,"Sycamore often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Mar–May,#phenology
176,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#queen
177,Young nurse bees drive jelly production; protein intake now sets colony trajectory. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#science
178,Swarm prevention starts before cups have jelly; inspect on a 7–9 day cadence when build-up accelerates. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#feeding
179,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#honey
180,Swarm prevention starts before cups have jelly; inspect on a 7–9 day cadence when build-up accelerates. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#management
181,Build colonies on early pollen; weak starts rarely catch peak flows. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#management
182,"Moveable-frame hives revolutionised husbandry; most modern kit is refinement, not reinvention. Local practice still bends to weather and forage more than to fashion.",History & Culture,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#history
183,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#biology
184,Guilds and associations once settled swarm disputes; today they train and advocate. Local practice still bends to weather and forage more than to fashion.,History & Culture,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#tradition
185,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#honey
186,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#breeding
187,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#lifespan
188,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#behaviour
189,Young nurse bees drive jelly production; protein intake now sets colony trajectory. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#climate
190,Young nurse bees drive jelly production; protein intake now sets colony trajectory. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#sustainability
191,"Sycamore often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#weather
192,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in spring. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#biology
193,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Mar–May,#feeding
194,Brood nest temperature regulation around 34–35°C underpins healthy development. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Spring,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Mar–May,#climate
195,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#breeding
196,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Mar–May,#varroa
197,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#processing
198,Early spring honeys are often lighter; moisture control can be tricky in damp spells. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Spring,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Mar–May,#propolis
199,"Fruit Blossom often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#microclimate
200,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#management
201,Irish heather honey has a long-standing reputation; terroir matters as much as technique. Local practice still bends to weather and forage more than to fashion.,History & Culture,Spring,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Mar–May,#tradition
202,Balance brood and space to avoid congestion that triggers queen cells. A small tweak in timing here usually means fewer interventions later.,Colony Management,Spring,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Mar–May,#feeding
203,"Fruit Blossom often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,Original content,CC-BY 4.0,Mar–May,#weather
204,"Dandelion often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Mar–May,#microclimate
205,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Spring,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Mar–May,#queen
206,"Fruit Blossom often anchors spring forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Spring,Ireland/Europe,Original content,CC-BY 4.0,Mar–May,#forage
207,Heat and humidity make extraction rooms work harder—aim for dry cappings before you pull. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#management
208,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#climate
209,Creamed honey needs a fine seed and a steady cool set for small crystals. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#wax
210,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#behaviour
211,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#queen
212,"Raspberry often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#microclimate
213,Super early and often during strong flows to prevent honey-bound brood nests. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Jun–Aug,#management
214,"Bramble often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#microclimate
215,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#genetics
216,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#sustainability
217,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#behaviour
218,OSR sets fast; extract promptly or be ready to re-liquefy combs humanely. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#wax
219,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#biosecurity
220,Creamed honey needs a fine seed and a steady cool set for small crystals. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Jun–Aug,#wax
221,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#biology
222,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#pheromones
223,UV patterns on petals guide nectar access; overcast days degrade navigation. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#sustainability
224,"Bramble often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#microclimate
225,Guilds and associations once settled swarm disputes; today they train and advocate. Local practice still bends to weather and forage more than to fashion.,History & Culture,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#tradition
226,"Moveable-frame hives revolutionised husbandry; most modern kit is refinement, not reinvention. Local practice still bends to weather and forage more than to fashion.",History & Culture,Summer,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Jun–Aug,#history
227,Super early and often during strong flows to prevent honey-bound brood nests. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#management
228,Creamed honey needs a fine seed and a steady cool set for small crystals. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#processing
229,"Raspberry often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#weather
230,"Raspberry often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#forage
231,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#mating
232,Heat and humidity make extraction rooms work harder—aim for dry cappings before you pull. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#feeding
233,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Jun–Aug,#genetics
234,OSR sets fast; extract promptly or be ready to re-liquefy combs humanely. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#processing
235,Check brood pattern after flows; a big crop can hide a failing queen. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Jun–Aug,#feeding
236,Local ‘straight lines to home’ folklore simplifies reality—orientation loops and drift are normal. Local practice still bends to weather and forage more than to fashion.,History & Culture,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#history
237,Check brood pattern after flows; a big crop can hide a failing queen. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#swarm
238,Check brood pattern after flows; a big crop can hide a failing queen. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#management
239,Local ‘straight lines to home’ folklore simplifies reality—orientation loops and drift are normal. Local practice still bends to weather and forage more than to fashion.,History & Culture,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#culture
240,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#lifespan
241,Creamed honey needs a fine seed and a steady cool set for small crystals. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#wax
242,"Wildflower Meadows often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#forage
243,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#science
244,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#breeding
245,"Brood care is protein-hungry: nurse bees need pollen to make jelly, especially in summer. When protein dips, brood pattern suffers before you notice stores falling.",Bee Biology & Behaviour,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#lifespan
246,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#climate
247,"Moveable-frame hives revolutionised husbandry; most modern kit is refinement, not reinvention. Local practice still bends to weather and forage more than to fashion.",History & Culture,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#history
248,Foraging efficiency benefits from floral constancy—bees work one source per trip when it pays. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,Original content,CC-BY 4.0,Jun–Aug,#climate
249,"Fuchsia (West) often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,Met Éireann. (2024). Irish climatology & phenology.,CC-BY 4.0,Jun–Aug,#microclimate
250,OSR sets fast; extract promptly or be ready to re-liquefy combs humanely. Clean kit and consistent temperatures do most of the heavy lifting.,Products & Processing,Summer,Ireland/Europe,NBDC Ireland. (2023). Biodiversity records.,CC-BY 4.0,Jun–Aug,#honey
251,"Wildflower Meadows often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Jun–Aug,#microclimate
252,"Raspberry often anchors summer forage in Ireland. Weather rules nectar: cool, wet spells can slash yields even when hedgerows look busy.",Floral & Environmental,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#weather
253,UV patterns on petals guide nectar access; overcast days degrade navigation. Simple records and a steady routine will beat gadgets and guesswork.,Sustainability & Science,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#biosecurity
254,Super early and often during strong flows to prevent honey-bound brood nests. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,BBKA. (2021). Notes for Beekeepers.,CC-BY 4.0,Jun–Aug,#swarm
255,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,COLOSS. (2023). Honey bee health guidance.,CC-BY 4.0,Jun–Aug,#mating
256,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,FAO. (2018). Good beekeeping practices.,CC-BY 4.0,Jun–Aug,#genetics
257,Super early and often during strong flows to prevent honey-bound brood nests. A small tweak in timing here usually means fewer interventions later.,Colony Management,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#management
258,"Mating success depends on warm, calm afternoons and ample drones. Line-breeding without records just randomises outcomes with a pedigree label.",Queen Rearing & Genetics,Summer,Ireland/Europe,EFSA. (2022). Pollinator risk assessment overview.,CC-BY 4.0,Jun–Aug,#breeding
259,Local ‘straight lines to home’ folklore simplifies reality—orientation loops and drift are normal. Local practice still bends to weather and forage more than to fashion.,History & Culture,Summer,Ireland/Europe,DAFM. (2024). Bee Health & Biosecurity Advice.,CC-BY 4.0,Jun–Aug,#history
